id,entity_type,slug,name,question,finding,status,confidence,source_url,source_title,date_checked,notes
507,person,gap/adam-atkinson,Adam Atkinson,"current metals faculty (successor, not in archive)","Assistant Professor, Area Head – Studio Arts: Metals at Southwest Texas State University",new-add,high,https://www.finearts.txst.edu/Art/faculty.html,Southwest Texas State University,2026-05-30,Discovered by faculty-succession re-scan.
508,person,gap/nicole-deschamps-benke,Nicole DesChamps-Benke,"current metals faculty (successor, not in archive)","Professor of Instruction, Studio Art: Metals; Fabrication Lab Manager at Southwest Texas State University",new-add,high,https://faculty.txst.edu/profile/1921500,Southwest Texas State University,2026-05-30,Discovered by faculty-succession re-scan.
509,person,gap/laritza-garcia-janiga,Laritza Garcia Janiga,"current metals faculty (successor, not in archive)","Associate Professor of Instruction, Studio Art: Metals/3D Design at Southwest Texas State University",new-add,high,https://www.finearts.txst.edu/Art/faculty.html,Southwest Texas State University,2026-05-30,Discovered by faculty-succession re-scan.
510,person,gap/tara-j-nahabetian,Tara J. Nahabetian,"current metals faculty (successor, not in archive)","Associate Professor and Program Coordinator, Metals/Jewelry at State University College at Buffalo",new-add,high,https://artdesign.buffalostate.edu/directory/tara-j-nahabetian,State University College at Buffalo,2026-05-30,Discovered by faculty-succession re-scan.
511,person,gap/stephen-f-saracino,Stephen F. Saracino,"current metals faculty (successor, not in archive)","Professor, Metals/Jewelry at State University College at Buffalo",new-add,high,https://artdesign.buffalostate.edu/directory/stephen-f-saracino,State University College at Buffalo,2026-05-30,Discovered by faculty-succession re-scan.
512,person,gap/lynn-batchelder,Lynn Batchelder,"current metals faculty (successor, not in archive)",Assistant/Associate Professor of Metal (also Chair of Dept. of Art) at State University of New York at New Paltz,new-add,high,https://webapps.newpaltz.edu/directory/profile/lynnbatchelder,State University of New York at New Paltz,2026-05-30,Discovered by faculty-succession re-scan.
513,person,gap/adam-mastropaolo,Adam Mastropaolo,"current metals faculty (successor, not in archive)",Instructional Support Technician at State University of New York at New Paltz,new-add,high,https://www.newpaltzmetal.com/faculty,State University of New York at New Paltz,2026-05-30,Discovered by faculty-succession re-scan.
514,person,gap/amelia-toelke,Amelia Toelke,"current metals faculty (successor, not in archive)",Visiting Faculty at State University of New York at New Paltz,new-add,high,https://www.newpaltzmetal.com/amelia,State University of New York at New Paltz,2026-05-30,Discovered by faculty-succession re-scan.
515,person,gap/christina-smith,Christina Smith,"current metals faculty (successor, not in archive)","Professor of Art; Area Coordinator, Jewelry and Metals at California State University - Fullerton",new-add,high,https://www.fullerton.edu/arts/art/about/faculty-staff.html,California State University - Fullerton,2026-05-30,Discovered by faculty-succession re-scan.
516,person,gap/hiroko-m-streppone,Hiroko M. Streppone,"current metals faculty (successor, not in archive)","Instructor at Studio Jewelers, Ltd.",new-add,high,https://studiojewelersltd.com/faculty/,"Studio Jewelers, Ltd.",2026-05-30,Discovered by faculty-succession re-scan.
517,person,gap/michiyo-fujiwara,Michiyo Fujiwara,"current metals faculty (successor, not in archive)","Instructor at Studio Jewelers, Ltd.",new-add,high,https://studiojewelersltd.com/faculty/,"Studio Jewelers, Ltd.",2026-05-30,Discovered by faculty-succession re-scan.
518,person,gap/boris-goynatsky,Boris Goynatsky,"current metals faculty (successor, not in archive)","Instructor at Studio Jewelers, Ltd.",new-add,high,https://studiojewelersltd.com/faculty/,"Studio Jewelers, Ltd.",2026-05-30,Discovered by faculty-succession re-scan.
519,person,gap/robly-a-glover,Robly A. Glover,"current metals faculty (successor, not in archive)","Professor, Jewelry Design and Metalsmithing at Texas Tech University",new-add,high,https://www.depts.ttu.edu/art/about/our-people/faculty/glover-robly.php,Texas Tech University,2026-05-30,Discovered by faculty-succession re-scan.
520,person,gap/nancy-slagle,Nancy Slagle,"current metals faculty (successor, not in archive)","Associate Professor, Jewelry Design and Metalsmithing; Associate Director, School of Art at Texas Tech University",new-add,high,https://www.depts.ttu.edu/art/about/our-people/faculty/slagle-nancy.php,Texas Tech University,2026-05-30,Discovered by faculty-succession re-scan.
521,person,gap/charlene-modena,Charlene Modena,"current metals faculty (successor, not in archive)","Director, School of Jewelry & Metal Arts at Academy of Art College",new-add,high,https://www.academyart.edu/academics/jewelry-metal-arts/faculty/,Academy of Art College,2026-05-30,Discovered by faculty-succession re-scan.
522,person,gap/lindsey-eason,Lindsey Eason,"current metals faculty (successor, not in archive)",Part-Time Faculty at Academy of Art College,new-add,high,https://www.academyart.edu/academics/jewelry-metal-arts/faculty/,Academy of Art College,2026-05-30,Discovered by faculty-succession re-scan.
523,person,gap/justin-mcginnis,Justin McGinnis,"current metals faculty (successor, not in archive)",Part-Time Faculty at Academy of Art College,new-add,high,https://www.academyart.edu/academics/jewelry-metal-arts/faculty/,Academy of Art College,2026-05-30,Discovered by faculty-succession re-scan.
524,person,gap/chrystal-sunshine,Chrystal Sunshine,"current metals faculty (successor, not in archive)",Part-Time Faculty at Academy of Art College,new-add,high,https://www.academyart.edu/academics/jewelry-metal-arts/faculty/,Academy of Art College,2026-05-30,Discovered by faculty-succession re-scan.
525,person,gap/susanna-ali,Susanna Ali,"current metals faculty (successor, not in archive)","Professor & Program Head, Metals & Jewelry at California State University at Long Beach",new-add,high,https://www.csulb.edu/school-of-art/page/susanna-ali,California State University at Long Beach,2026-05-30,Discovered by faculty-succession re-scan.
526,person,gap/rachel-shimpock,Rachel Shimpock,"current metals faculty (successor, not in archive)","Adjunct / Lecturer, Metals & Jewelry at California State University at Long Beach",new-add,high,https://rachelshimpock.com/page-cv,California State University at Long Beach,2026-05-30,Discovered by faculty-succession re-scan.
527,person,gap/sherry-simms,Sherry Simms,"current metals faculty (successor, not in archive)",Associate Professor of Art; Metalsmithing & Jewelry Area Coordinator at The University of Akron,new-add,high,https://www.uakron.edu/art/our-people/bio-detail.dot?u=ssimms,The University of Akron,2026-05-30,Discovered by faculty-succession re-scan.
528,person,gap/hershall-seals,Hershall Seals,"current metals faculty (successor, not in archive)","Adjunct Faculty, Art Metals at The University of Mary Hardin-Baylor",new-add,medium,https://www.umhb.edu/visual-performing-arts/art/faculty-staff-listing,The University of Mary Hardin-Baylor,2026-05-30,Discovered by faculty-succession re-scan.
529,person,gap/rebecca-strzelec,Rebecca Strzelec,"current metals faculty (successor, not in archive)",Professor and Associate Dean for Academic Programs (Metals/Jewelry/CAD-CAM) at The University of Michigan,new-add,medium,https://stamps.umich.edu/people/rebecca-strzelec,The University of Michigan,2026-05-30,Discovered by faculty-succession re-scan.
530,person,gap/mike-vitale,Mike Vitale,"current metals faculty (successor, not in archive)",3D Studios Supervisor / Materials Fabrication Studio Coordinator (Jewelry/Metalsmithing studio) at The University of Michigan,new-add,medium,https://stamps.umich.edu/people/mike-vitale,The University of Michigan,2026-05-30,Discovered by faculty-succession re-scan.
531,person,gap/jessica-l-tolbert,Jessica L. Tolbert,"current metals faculty (successor, not in archive)",Associate Professor of Art; Head of the Jewelry + Metals program at The University of Texas at El Paso,new-add,high,https://www.utep.edu/liberalarts/art/academic-programs/undergraduate/metals/metals-faculty.html,The University of Texas at El Paso,2026-05-30,Discovered by faculty-succession re-scan.
532,person,gap/alejandra-carrillo-estrada,Alejandra Carrillo-Estrada,"current metals faculty (successor, not in archive)","Lecturer, Foundations / Metals at The University of Texas at El Paso",new-add,high,https://www.utep.edu/liberalarts/art/academic-programs/undergraduate/metals/metals-faculty.html,The University of Texas at El Paso,2026-05-30,Discovered by faculty-succession re-scan.
533,person,gap/guadalupe-navarro,Guadalupe Navarro,"current metals faculty (successor, not in archive)","Lecturer in Sculpture, Metalsmithing, and 3D Design at The University of Texas Pan American",new-add,medium,https://www.guadalupenavarroart.com/curriculumvitae,The University of Texas Pan American,2026-05-30,Discovered by faculty-succession re-scan.
534,person,gap/yevgeniya-kaganovich,Yevgeniya Kaganovich,"current metals faculty (successor, not in archive)","Professor & Area Head, Jewelry & Metalsmithing at The University of Wisconsin -Milwaukee",new-add,high,https://uwm.edu/arts/directory/kaganovich-yevgeniya/,The University of Wisconsin -Milwaukee,2026-05-30,Discovered by faculty-succession re-scan.
535,person,gap/jim-charles,Jim Charles,"current metals faculty (successor, not in archive)","Teaching Faculty II, Jewelry & Metalsmithing; Program Coordinator at The University of Wisconsin -Milwaukee",new-add,high,https://uwm.edu/arts/directory/charles-jim/,The University of Wisconsin -Milwaukee,2026-05-30,Discovered by faculty-succession re-scan.
536,person,gap/erica-a-meier,Erica A. Meier,"current metals faculty (successor, not in archive)","Teaching Faculty II, Jewelry & Metalsmithing; Studio Technician at The University of Wisconsin -Milwaukee",new-add,high,https://uwm.edu/arts/directory/meier-erica/,The University of Wisconsin -Milwaukee,2026-05-30,Discovered by faculty-succession re-scan.
537,person,gap/ryan-send,Ryan Send,"current metals faculty (successor, not in archive)","Lecturer, Jewelry & Metalsmithing at The University of Wisconsin -Milwaukee",new-add,high,https://uwm.edu/arts/directory/send-ryan/,The University of Wisconsin -Milwaukee,2026-05-30,Discovered by faculty-succession re-scan.
538,person,gap/luci-jockel,Luci Jockel,"current metals faculty (successor, not in archive)","Assistant Teaching Professor / Lecturer — Area Coordinator, Metalsmithing & Jewelry at Towson University",new-add,high,https://www.towson.edu/cofac/departments/art/facultystaff/luci-jockel.html,Towson University,2026-05-30,Discovered by faculty-succession re-scan.
539,person,gap/joshua-demonte,Joshua DeMonte,"current metals faculty (successor, not in archive)","Associate Professor — Area Coordinator, Interdisciplinary Object Design (Jewelry/Metalsmithing, 3D Design) at Towson University",new-add,high,https://www.towson.edu/cofac/departments/art/facultystaff/jdemonte.html,Towson University,2026-05-30,Discovered by faculty-succession re-scan.
540,person,gap/andrew-andy-lowrie,Andrew (Andy) Lowrie,"current metals faculty (successor, not in archive)",Adjunct Faculty — Jewelry + Metalsmithing at Towson University,new-add,high,https://www.towson.edu/cofac/departments/art/facultystaff/,Towson University,2026-05-30,Discovered by faculty-succession re-scan.
541,person,gap/doug-bucci,Doug Bucci,"current metals faculty (successor, not in archive)",Assistant Professor and Program Head of Metals/Jewelry/CAD-CAM at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/doug-bucci,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
542,person,gap/mallory-weston,Mallory Weston,"current metals faculty (successor, not in archive)",Associate Professor at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/mallory-weston,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
543,person,gap/barb-baur,Barb Baur,"current metals faculty (successor, not in archive)",Adjunct Faculty at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/barb-baur,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
544,person,gap/james-betts,James Betts,"current metals faculty (successor, not in archive)",Adjunct Faculty at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/james-betts,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
545,person,gap/valerie-james,Valerie James,"current metals faculty (successor, not in archive)",Adjunct Faculty at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/valerie-james,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
546,person,gap/sarah-montagnoli,Sarah Montagnoli,"current metals faculty (successor, not in archive)",Adjunct Faculty at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/sarah-montagnoli,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
547,person,gap/sharon-stampfer,Sharon Stampfer,"current metals faculty (successor, not in archive)",Adjunct Faculty at Tyler School of Art/Temple University,new-add,high,https://tyler.temple.edu/directory/sharon-stampfer,Tyler School of Art/Temple University,2026-05-30,Discovered by faculty-succession re-scan.
548,person,gap/steve-mcguire,Steve McGuire,"current metals faculty (successor, not in archive)","Professor and Area Head, Jewelry and Metal Arts at University of Iowa",new-add,high,https://art.uiowa.edu/people/steve-mcguire,University of Iowa,2026-05-30,Discovered by faculty-succession re-scan.
549,person,gap/lonna-huisingh-keller,Lonna Huisingh (Keller),"current metals faculty (successor, not in archive)","Visiting Assistant Professor, Jewelry and Metal Arts at University of Iowa",new-add,high,https://art.uiowa.edu/people/lonna-huisingh-keller,University of Iowa,2026-05-30,Discovered by faculty-succession re-scan.
550,person,gap/sunyoung-cheong,Sunyoung Cheong,"current metals faculty (successor, not in archive)","Assistant Professor, Mary Fischer Traver Metalsmithing & Jewelry Professorship at University of Kansas",new-add,high,https://art.ku.edu/people/sunyoung-cheong,University of Kansas,2026-05-30,Discovered by faculty-succession re-scan.
551,person,gap/gina-westergard,Gina Westergard,"current metals faculty (successor, not in archive)",Professor of Visual Art in Metalsmithing/Jewelry at University of Kansas,new-add,high,https://art.ku.edu/people/gina-westergard,University of Kansas,2026-05-30,Discovered by faculty-succession re-scan.
552,person,gap/erick-morales-scholz,Erick Morales Scholz,"current metals faculty (successor, not in archive)",Lecturer of Metalsmithing/Jewelry; Area Lab Coordinator at University of Kansas,new-add,high,https://art.ku.edu/people/erick-morales-scholz,University of Kansas,2026-05-30,Discovered by faculty-succession re-scan.
553,person,gap/tom-tivol,Tom Tivol,"current metals faculty (successor, not in archive)","Adjunct Lecturer, Metalsmithing and Jewelry (gemological method) at University of Kansas",new-add,high,https://art.ku.edu/people/tom-tivol,University of Kansas,2026-05-30,Discovered by faculty-succession re-scan.
554,person,gap/donovan-widmer,Donovan Widmer,"current metals faculty (successor, not in archive)","Associate Professor & Associate Chair, Jewelry/Metalsmithing at University of North Dakota",new-add,high,https://campus.und.edu/directory/donovan.widmer,University of North Dakota,2026-05-30,Discovered by faculty-succession re-scan.
555,person,gap/james-thurman,James Thurman,"current metals faculty (successor, not in archive)","Professor, Studio Art: Metalsmithing and Jewelry; Program Coordinator of Metalsmithing and Jewelry at University of North Texas",new-add,high,https://cvad.unt.edu/people/thurman-james.html,University of North Texas,2026-05-30,Discovered by faculty-succession re-scan.
556,person,gap/ana-m-lopez,Ana M. Lopez,"current metals faculty (successor, not in archive)","Professor, Studio Art: Metalsmithing and Jewelry at University of North Texas",new-add,high,https://cvad.unt.edu/people/lopez-ana.html,University of North Texas,2026-05-30,Discovered by faculty-succession re-scan.
557,person,gap/anya-kivarkis,Anya Kivarkis,"current metals faculty (successor, not in archive)",Professor; Department Head; Jewelry & Metalsmithing Coordinator (Area Head) at University of Oregon,new-add,high,https://artdesign.uoregon.edu/directory/art-faculty/all/anya,University of Oregon,2026-05-30,Discovered by faculty-succession re-scan.
558,person,gap/valerie-ho-oi-ying-valerie-ho,Valerie Ho (Oi Ying Valerie Ho),"current metals faculty (successor, not in archive)",Jewelry & Metalsmithing Visiting Artist Assistant Professor at University of Oregon,new-add,high,https://www.oiyingvalerieho.com/,University of Oregon,2026-05-30,Discovered by faculty-succession re-scan.
559,person,gap/jacquelyn-knapp,Jacquelyn Knapp,"current metals faculty (successor, not in archive)","Professor of Art and Coordinator of the Art Department (Jewelry, Sculpture, Drawing, Design) at University of Science & Arts of Oklahoma",new-add,medium,https://usao.edu/directory/jacquelyn-knapp.html,University of Science & Arts of Oklahoma,2026-05-30,Discovered by faculty-succession re-scan.
560,person,gap/carli-holcomb,Carli Holcomb,"current metals faculty (successor, not in archive)",Visual Arts Instructor (head of sculpture and metalsmithing concentration) at Casper College,new-add,high,https://www.caspercollege.edu/directory/carli-holcomb/,Casper College,2026-05-30,Discovered by faculty-succession re-scan.
561,person,gap/thomas-bosse,Thomas Bosse,"current metals faculty (successor, not in archive)","Instructor, Studio Art (Jewelry & Metalsmithing) at University of South Carolina",new-add,high,https://sc.edu/study/colleges_schools/artsandsciences/visual_art_and_design/our_people/directory/bosse_thomas.php,University of South Carolina,2026-05-30,Discovered by faculty-succession re-scan.
562,person,gap/bradley-nichols,Bradley Nichols,"current metals faculty (successor, not in archive)",Professor (Metalsmithing and Blacksmithing) at University of Wisconsin-La Crosse,new-add,high,https://www.uwlax.edu/profile/bnichols/,University of Wisconsin-La Crosse,2026-05-30,Discovered by faculty-succession re-scan.
563,person,gap/jaydan-moore,Jaydan Moore,"current metals faculty (successor, not in archive)",Assistant Professor of Art Metals at University of Wisconsin-Madison,new-add,high,https://art.wisc.edu/2025/05/15/announcing-the-new-assistant-faculty-of-art-metals-jaydan-moore/,University of Wisconsin-Madison,2026-05-30,Discovered by faculty-succession re-scan.
564,person,gap/matthew-mauk,Matthew Mauk,"current metals faculty (successor, not in archive)","Teaching faculty, Art Metals (Ring Making) at University of Wisconsin-Madison",new-add,high,https://art.wisc.edu/people/faculty/,University of Wisconsin-Madison,2026-05-30,Discovered by faculty-succession re-scan.
565,person,gap/michael-wartgow,Michael Wartgow,"current metals faculty (successor, not in archive)",Lecturer (Metals/3D/Photo) at University of Wisconsin - Green Bay,new-add,medium,https://www.uwgb.edu/art/contact/michael-wartgow/,University of Wisconsin - Green Bay,2026-05-30,Discovered by faculty-succession re-scan.
566,person,gap/masako-onodera,Masako Onodera,"current metals faculty (successor, not in archive)","Professor, Metals and Contemporary Art Jewelry at University of Wisconsin-Stout",new-add,high,https://www.uwstout.edu/directory/onoderam,University of Wisconsin-Stout,2026-05-30,Discovered by faculty-succession re-scan.
567,person,gap/aaron-deshields,Aaron Deshields,"current metals faculty (successor, not in archive)","Adjunct Professor, Metalsmithing & Jewelry / Blacksmithing at Center for Creative Studies",new-add,high,https://www.ccsdetroit.edu/person/aaron-deshields/,Center for Creative Studies,2026-05-30,Discovered by faculty-succession re-scan.
568,person,gap/teresa-faris,Teresa Faris,"current metals faculty (successor, not in archive)","Professor of Art & Design; Area Head, Jewelry and Metalsmithing at University of Wisconsin-Whitewater",new-add,high,https://www.uww.edu/coac/about-us/directory?x524015-dept=CCH008419&x524015-letter=all&x524015-page=1,University of Wisconsin-Whitewater,2026-05-30,Discovered by faculty-succession re-scan.
569,person,gap/susie-ganch,Susie Ganch,"current metals faculty (successor, not in archive)","Associate Professor - Metals; Graduate Program Director, Department of Craft/Material Studies at Virginia Commonwealth University",new-add,high,https://arts.vcu.edu/community/vcuarts-faculty-and-staff/directory/susie-ganch/,Virginia Commonwealth University,2026-05-30,Discovered by faculty-succession re-scan.
570,person,gap/evan-larson-voltz,Evan Larson-Voltz,"current metals faculty (successor, not in archive)",Associate Professor of Metalsmithing (Metalsmithing area coordinator) at Wayne State University,new-add,high,https://cfpca.wayne.edu/art/faculty-staff/index.php?concentration=1681,Wayne State University,2026-05-30,Discovered by faculty-succession re-scan.
571,person,gap/katie-macdonald,Katie MacDonald,"current metals faculty (successor, not in archive)","Associate Professor of Teaching, Sculpture and Metalsmithing at Wayne State University",new-add,high,https://cfpca.wayne.edu/art/faculty-staff/index.php?concentration=1681,Wayne State University,2026-05-30,Discovered by faculty-succession re-scan.
572,person,gap/mayela-cardenas-surillo,Mayela Cardenas Surillo,"current metals faculty (successor, not in archive)",Professor of Art (BFA RIT; MFA University of Oregon) - jewelry/metals at Western State College of Colorado,new-add,medium,https://western.edu/people/mayela-cardenas/,Western State College of Colorado,2026-05-30,Discovered by faculty-succession re-scan.
573,person,gap/lori-martin-price,Lori Martin Price,"current metals faculty (successor, not in archive)",Jewelry Making & Metalsmithing Instructor at Wichita Center for the Arts,new-add,high,https://markartsks.com/instructors/,Wichita Center for the Arts,2026-05-30,Discovered by faculty-succession re-scan.
574,person,gap/ernst-kind,Ernst Kind,"current metals faculty (successor, not in archive)",Enameling Instructor at Wichita Center for the Arts,new-add,high,https://markartsks.com/instructors/,Wichita Center for the Arts,2026-05-30,Discovered by faculty-succession re-scan.
575,person,gap/anne-fiala,Anne Fiala,"current metals faculty (successor, not in archive)",Assistant Professor of Fine Arts (Metalsmithing & Jewelry Design); MFA Program Coordinator at Winthrop College,new-add,high,https://www.winthrop.edu/cvpa/faculty-staff/fine-arts-faculty.aspx,Winthrop College,2026-05-30,Discovered by faculty-succession re-scan.
576,person,gap/chelsea-stone,Chelsea Stone,"current metals faculty (successor, not in archive)","Jewelry/Metalsmithing Instructor (BFA Metals, NAU; MFA Jewelry, Texas Tech) at Yavapai College",new-add,high,https://www.ycarts.org/chelsea-stone,Yavapai College,2026-05-30,Discovered by faculty-succession re-scan.
577,person,gap/jami-conroy,Jami Conroy,"current metals faculty (successor, not in archive)",Jewelry & Lapidary Arts Instructor (GIA Applied Jewelry Professional) at Yavapai College,new-add,high,https://www.ycarts.org/jami-conroy,Yavapai College,2026-05-30,Discovered by faculty-succession re-scan.
578,person,gap/marthe-roberts-shea,Marthe Roberts/Shea,"current metals faculty (successor, not in archive)","Jewelry / Metalsmithing Instructor (Fibers, Metals, Paper, and More) at Cheltenham Center for the Arts",new-add,high,https://cheltenhamarts.org/about-us/staff-faculty/marthe-robertsshea,Cheltenham Center for the Arts,2026-05-30,Discovered by faculty-succession re-scan.
579,person,gap/phillip-renato,Phillip Renato,"current metals faculty (successor, not in archive)","Professor, M.F.A. (metals/jewelry, now within the interdisciplinary Product Design program) at Kendall College of Art and Design",new-add,high,https://www.ferris.edu/redirects/kcad/programs/faculty/renato-phillip.html,Kendall College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
580,person,gap/lauren-selden,Lauren Selden,"current metals faculty (successor, not in archive)","Professor of Art (Metalworking, Jewelry, and Sculpture) at Stephen F. Austin State University",new-add,high,https://facultyshowcase.sfasu.edu/en/persons/lauren-selden/,Stephen F. Austin State University,2026-05-30,Discovered by faculty-succession re-scan.
581,person,gap/jay-h-song,Jay H. Song,"current metals faculty (successor, not in archive)",Professor and Chair of Jewelry at Savannah College of Art and Design,new-add,high,https://www.scad.edu/academics/faculty/jay-h-song,Savannah College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
582,person,gap/adam-grinovich,Adam Grinovich,"current metals faculty (successor, not in archive)",Professor of Jewelry at Savannah College of Art and Design,new-add,high,https://www.scad.edu/academics/programs/jewelry/faculty,Savannah College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
583,person,gap/lanelle-keyes,Lanelle Keyes,"current metals faculty (successor, not in archive)",Professor of Jewelry at Savannah College of Art and Design,new-add,high,https://www.scad.edu/academics/programs/jewelry/faculty,Savannah College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
584,person,gap/hongsock-lee,Hongsock Lee,"current metals faculty (successor, not in archive)",Professor of Jewelry at Savannah College of Art and Design,new-add,high,https://www.scad.edu/academics/programs/jewelry/faculty,Savannah College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
585,person,gap/annika-pettersson,Annika Pettersson,"current metals faculty (successor, not in archive)",Professor of Jewelry at Savannah College of Art and Design,new-add,high,https://www.scad.edu/academics/programs/jewelry/faculty,Savannah College of Art and Design,2026-05-30,Discovered by faculty-succession re-scan.
586,person,gap/allison-syes,Allison Syes,"current metals faculty (successor, not in archive)",Metal Arts Instructor (Fine Arts) at Clark College,new-add,medium,https://www.clark.edu/news-and-media/24-7/news-posts/2025-clark-employee-awards.php,Clark College,2026-05-30,Discovered by faculty-succession re-scan.
587,person,gap/rachel-suzanne-smith,Rachel Suzanne Smith,"current metals faculty (successor, not in archive)","Professor of Practice, Craft + Design and Foundations (metalsmith); full-time from Fall 2025 at Cleveland Institute of Art",new-add,medium,https://rachelsuzannesmith.com/about/,Cleveland Institute of Art,2026-05-30,Discovered by faculty-succession re-scan.
588,person,gap/jill-gower-jill-baker-gower,Jill Gower (Jill Baker Gower),"current metals faculty (successor, not in archive)","Assistant Professor of Art - Jewelry/Metals (MFA in metals, Arizona State University) at College of DuPage",new-add,high,https://cod.edu/academics/divisions/art-comm-hospitality/faculty.html,College of DuPage,2026-05-30,Discovered by faculty-succession re-scan.
589,person,gap/haley-bates,Haley Bates,"current metals faculty (successor, not in archive)",Professor of Metalsmithing; Metalsmithing & Jewelry Area Coordinator and Graduate Program Coordinator at Colorado State University,new-add,high,https://art.colostate.edu/people/haleyb/,Colorado State University,2026-05-30,Discovered by faculty-succession re-scan.
590,person,gap/tova-lund,Tova Lund,"current metals faculty (successor, not in archive)","Associate Faculty, Jewelry and Metalsmithing at College of the Redwoods",new-add,high,https://www.redwoods.edu/academics/art-faculty.php,College of the Redwoods,2026-05-30,Discovered by faculty-succession re-scan.
591,person,gap/iris-eichenberg,Iris Eichenberg,"current metals faculty (successor, not in archive)","Artist-in-Residence, Head of Metalsmithing Department at Cranbrook Academy of Art",new-add,high,https://cranbrookart.edu/programs/metalsmithing/,Cranbrook Academy of Art,2026-05-30,Discovered by faculty-succession re-scan.
592,person,gap/mi-sook-hur,Mi-Sook Hur,"current metals faculty (successor, not in archive)","Professor, Metal Design (first-year) at East Carolina University",new-add,high,https://art.ecu.edu/faculty-staff/mi-sook-hur/,East Carolina University,2026-05-30,Discovered by faculty-succession re-scan.
593,person,gap/tim-lazure,Tim Lazure,"current metals faculty (successor, not in archive)","Professor, Metal Design at East Carolina University",new-add,high,https://art.ecu.edu/faculty-staff/tim-lazure/,East Carolina University,2026-05-30,Discovered by faculty-succession re-scan.
594,person,gap/mindy-herrin-lewis,Mindy Herrin-Lewis,"current metals faculty (successor, not in archive)",Professor of Jewelry & Metals at East Tennessee State University,new-add,high,https://www.etsu.edu/cas/art/faculty-staff.php,East Tennessee State University,2026-05-30,Discovered by faculty-succession re-scan.
595,person,gap/daniel-randall,Daniel Randall,"current metals faculty (successor, not in archive)","Associate Professor, School of Art, Craft and Design (metalsmithing/blacksmithing) at Appalachian Center for Crafts, T.T.U.",new-add,high,https://www.tntech.edu/directory/fine-arts/art/daniel-randall.php,"Appalachian Center for Crafts, T.T.U.",2026-05-30,Discovered by faculty-succession re-scan.
596,person,gap/talia-tax,Talia Tax,"current metals faculty (successor, not in archive)","Metals Artist in Residence at Appalachian Center for Crafts, T.T.U.",new-add,high,https://www.tntech.edu/fine-arts/craftcenter/staff.php,"Appalachian Center for Crafts, T.T.U.",2026-05-30,Discovered by faculty-succession re-scan.
597,person,gap/erin-m-rice,Erin M. Rice,"current metals faculty (successor, not in archive)",Instructor of Metalsmithing at Eastern Illinois University,new-add,high,https://www.eiu.edu/art/personnel.php,Eastern Illinois University,2026-05-30,Discovered by faculty-succession re-scan.
598,person,gap/felicia-szorad,Felicia Szorad,"current metals faculty (successor, not in archive)","Professor of Art, Metals Program Coordinator at Eastern Kentucky University",new-add,high,https://www.eku.edu/personnel/felicia-szorad/,Eastern Kentucky University,2026-05-30,Discovered by faculty-succession re-scan.
599,person,gap/eric-okon,Eric Okon,"current metals faculty (successor, not in archive)",Part Time Lecturer (Metalsmithing/Jewelry) at Eastern Michigan University,new-add,medium,https://www.emich.edu/art/faculty-staff/e_okon.php,Eastern Michigan University,2026-05-30,Discovered by faculty-succession re-scan.
600,person,gap/cappy-counard,Cappy Counard,"current metals faculty (successor, not in archive)",Professor of Jewelry and Metals at Edinboro University of Pennsylvania,new-add,high,https://www.pennwest.edu/about/directory/ccounard.php,Edinboro University of Pennsylvania,2026-05-30,Discovered by faculty-succession re-scan.
601,person,gap/kim-nelson,Kim Nelson,"current metals faculty (successor, not in archive)","Assistant Professor and Assistant Chair of the Department, Fashion–Jewelry at Fashion Institute of Technology",new-add,high,https://www.fitnyc.edu/creative-nexus/faculty/directory/nelson-kim.php,Fashion Institute of Technology,2026-05-30,Discovered by faculty-succession re-scan.
602,person,gap/karen-bachmann,Karen Bachmann,"current metals faculty (successor, not in archive)","Adjunct Assistant Professor, Fashion–Jewelry at Fashion Institute of Technology",new-add,high,https://catalog.fitnyc.edu/undergraduate/directories/faculty/,Fashion Institute of Technology,2026-05-30,Discovered by faculty-succession re-scan.
603,person,gap/richard-a-barth,Richard A. Barth,"current metals faculty (successor, not in archive)","Adjunct Assistant Professor, Fashion–Jewelry at Fashion Institute of Technology",new-add,high,https://catalog.fitnyc.edu/undergraduate/directories/faculty/,Fashion Institute of Technology,2026-05-30,Discovered by faculty-succession re-scan.
