id,slug,name,kind,work_title,dob,birthplace,currently_at,currently_at_url,current_role,since_year,bio_url,source_url,source_ts,fc_alive,fc_name_changed,fc_current_name,fc_current_role,fc_still_in_job,fc_current_link,fc_summary,fc_confidence,fc_verified,fc_sources,fc_checked
221,crafts/public_html/mjcc/local/history/p121.html,BRUCE METCALF,person,Wood Pin #103,1949,"Amherst, Massachusetts",The University of the Arts -part time,http://www.temple.edu/crafts/public_html/mjcc/local/history/s208.html,,1994,,http://www.temple.edu/crafts/public_html/mjcc/local/history/p121.html,,,,,,,,,,,,
222,crafts/public_html/mjcc/local/history/p128.html,ELEANOR MOTY,person,Floater Brooch,1945,"Glen Ellyn, Illinois",University of Wisconsin - Madison,http://www.temple.edu/crafts/public_html/mjcc/local/history/s246.html,,1972,http://www.temple.edu/crafts/public_html/mjcc/local/history/biographies/b128.html,http://www.temple.edu/crafts/public_html/mjcc/local/history/p128.html,,,,,,,,,,,,
223,crafts/public_html/mjcc/local/history/p167.html,MARY ANN SCHERR,person,Neckpiece,between 1900 and 2000,"Akron, Ohio",Duke University,,,1989,http://www.temple.edu/crafts/public_html/mjcc/local/history/biographies/b167.html,http://www.temple.edu/crafts/public_html/mjcc/local/history/p167.html,,,,,,,,,,,,
224,crafts/public_html/mjcc/local/history/p178.html,CARLYLE SMITH,person,,?,?,,,,,,http://www.temple.edu/crafts/public_html/mjcc/local/history/p178.html,,no,no,,"Founding professor of metalsmithing/jewelry, University of Kansas (1947–1977, retired); deceased",retired-emeritus,https://americanart.si.edu/artist/carlyle-h-smith-4491,"Carlyle H. Smith was the RISD-trained pioneer metalsmith who founded the first U.S. public-university jewelry/silversmithing program at the University of Kansas (1947–1977); he died Nov. 11, 2004 at age 93. KU's metalsmithing studio is named in his honor.",high,confirmed,https://americanart.si.edu/artist/carlyle-h-smith-4491 | http://www2.ljworld.com/news/2004/nov/13/pioneer_silversmith_left/ | https://www.ganoksin.com/article/legacy-american-metalworking/ | https://www.aaa.si.edu/collections/interviews/oral-history-interview-carlyle-h-smith-13056 | https://art.ku.edu/metalsmithingjewelry,2026-05-29
225,crafts/public_html/mjcc/local/history/p187.html,RACHELLE THIEWES,person,Silent Dance,1952,"Owatonna, MN",University of Texas - El Paso,http://www.temple.edu/crafts/public_html/mjcc/local/history/s206.html,,1976,,http://www.temple.edu/crafts/public_html/mjcc/local/history/p187.html,,,,,,,,,,,,
226,crafts/public_html/mjcc/local/history/p47.html,CHUCK EVANS,person,Sake Server #6,,"Raleigh, North Carolina",Iowa State University from 1978 to 2001,http://www.temple.edu/crafts/public_html/mjcc/local/history/s85.html,,,http://www.temple.edu/crafts/public_html/mjcc/local/history/biographies/b47.html,http://www.temple.edu/crafts/public_html/mjcc/local/history/p47.html,,,,,,,,,,,,
227,crafts/public_html/mjcc/local/history/p49.html,FRED FENSTER,person,,1934,"New York, New York",University of Wisconsin - Madison,http://www.temple.edu/crafts/public_html/mjcc/local/history/s246.html,,1962,,http://www.temple.edu/crafts/public_html/mjcc/local/history/p49.html,,,,,,,,,,,,
228,crafts/public_html/mjcc/local/history/p52.html,ARLINE M. FISCH,person,Black & White Herringbone Twill,1931,"Brooklyn, New York",San Diego State University,http://www.temple.edu/crafts/public_html/mjcc/local/history/s160.html,,1961,http://www.temple.edu/crafts/public_html/mjcc/local/history/biographies/b52.html,http://www.temple.edu/crafts/public_html/mjcc/local/history/p52.html,,,,,,,,,,,,
229,crafts/public_html/mjcc/local/history/p75.html,HAROLD HASSELSCHWERT,person,,1930,Ohio,,,,,,http://www.temple.edu/crafts/public_html/mjcc/local/history/p75.html,,,,,,,,,,,,
230,crafts/public_html/mjcc/local/history/p89.html,L. BRENT KINGTON,person,,1934,"Topeka, Kansas",,,,,http://www.temple.edu/crafts/public_html/mjcc/local/history/biographies/b89.html,http://www.temple.edu/crafts/public_html/mjcc/local/history/p89.html,,,,,,,,,,,,
231,crafts/public_html/mjcc/local/history/P68.html,ALFRED E. (BUD) GREEN,person,Untitled,1933,"Glendale, California",Texas Woman's University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s197.html,,1969,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b68.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/P68.html,,,,,,,,,,,,
232,crafts/public_html/mjcc/local/history/p1.html,LYNDA WATSON-ABBOTT,person,Japan-Motifs #2,1940,"Orange, California",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p1.html,,,,,,,,,,,,
233,crafts/public_html/mjcc/local/history/p10.html,KENNETH BATES,person,,1904,"North Scituate, Massachusetts",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p10.html,,,,,,,,,,,,
234,crafts/public_html/mjcc/local/history/p100.html,MARCIA LEWIS,person,,October 7,"Washington, DC",Long Beach City College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s93.html,,1978,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b100.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p100.html,,,,,,,,,,,,
235,crafts/public_html/mjcc/local/history/p102.html,PAMELA E. LINS,person,Desire,1957,"Chicago, Illinois",Fashion Institute of Technology,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s57.html,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p102.html,,,,,,,,,,,,
236,crafts/public_html/mjcc/local/history/p103.html,LISA LOCKMAN,person,,1963,"Terre Haute, Indiana",Nebraska Wesl e yan University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s124.html,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p103.html,,,,,,,,,,,,
237,crafts/public_html/mjcc/local/history/p104.html,DAVID GEORGE LOGAN,person,Untitled,1937,"Milwaukee, Wisconsin",East Tennesse State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s48.html,,1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b104.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p104.html,,,,,,,,,,,,
238,crafts/public_html/mjcc/local/history/p105.html,CHARLES LOLOMA,person,,1921,"Hotevilla on Third Mesa, Arizona",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b105.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p105.html,,,,,,,,,,,,
239,crafts/public_html/mjcc/local/history/p106.html,RANDY J. LONG,person,,1951,"Natrona Heights, Pennsylvania",Indiana University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s80.html,,1983,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p106.html,,,,,,,,,,,,
240,crafts/public_html/mjcc/local/history/p107.html,LEON LUGASSY,person,,?,?,,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p107.html,,,,,,,,,,,,
241,crafts/public_html/mjcc/local/history/p108.html,ANTHONY JAMES LUGO,person,,January 4th,"Los Angeles, California",Palomar College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s142.html,,1974,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p108.html,,,,,,,,,,,,
242,crafts/public_html/mjcc/local/history/p109.html,RICHARD MAFONG,person,,1942,"Tijuana, Mexico",Georgia State University since ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s67.html,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p109.html,,,,,,,,,,,,
243,crafts/public_html/mjcc/local/history/p11.html,JAMIE BENNETT,person,,1948,"Barrington, Pennsylvania",State University of New York - New Paltz,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s188.html,,1985,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b11.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p11.html,,,,,,,,,,,,
244,crafts/public_html/mjcc/local/history/p110.html,THOMAS S. MADDEN,person,,1958,"Wichita, Kansas",Center for Creative Studies,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s25.html,,1992,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p110.html,,,,,,,,,,,,
245,crafts/public_html/mjcc/local/history/p111.html,JAMES MALENDA,person,I Station,1946,"Kingston, Pennsylvania",Kutztown University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s91.html,,1987,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p111.html,,,,,,,,,,,,
246,crafts/public_html/mjcc/local/history/p112.html,THOMAS R. MARKUSEN,person,The White House Collection,1940,"Chicago, Illinois",State University of New York - Brockport,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s186.html,,1968,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p112.html,,,,,,,,,,,,
247,crafts/public_html/mjcc/local/history/p113.html,JOHN MARSHALL,person,,1936,"Pittsburgh, Pennsylvania",University of Washington,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s242.html,,1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b113.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p113.html,,,,,,,,,,,,
248,crafts/public_html/mjcc/local/history/p114.html,KURT MATZDORF,person,,1922,"Stadtoldendorf, Germany",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b114.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p114.html,,,,,,,,,,,,
249,crafts/public_html/mjcc/local/history/p116.html,TOM McCARTHY,person,,1960,"Cheyenne, Wyoming",Florida Gulf Coast Art Center,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s65.html,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p116.html,,,,,,,,,,,,
250,crafts/public_html/mjcc/local/history/p117.html,ROD McCORMICK,person,Nantes,1952,"Battle Creek, Michigan",The Philadelphia College of Art and Design,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s208.html,,1981,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p117.html,,,,,,,,,,,,
251,crafts/public_html/mjcc/local/history/p119.html,VITRICE McMURRY,person,,1947,"Jackson, Mississippi",Metairie Park County Day School,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s102.html,,1983,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p119.html,,,,,,,,,,,,
252,crafts/public_html/mjcc/local/history/p12.html,BERNARD BERNSTEIN,person,Memorial Lamp,1928,New York,92nd. Street Y. N.Y.,,,1987,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b12.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p12.html,,,,,,,,,,,,
253,crafts/public_html/mjcc/local/history/p120.html,BRIAN MEEK,person,Emerald Lies,1970,Ohio,,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p120.html,,,,,,,,,,,,
254,crafts/public_html/mjcc/local/history/p122.html,ALAN T. METTE,person,Enamel Brooch,1951,"Detroit, Michigan",University of Illinois - Urbana,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s225.html,,1981,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p122.html,,,,,,,,,,,,
255,crafts/public_html/mjcc/local/history/p123.html,FREDERICK MILLER,person,,1913,"Akron, Ohio",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b123.htm,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p123.html,,,,,,,,,,,,
256,crafts/public_html/mjcc/local/history/p124.html,JOHN PAUL MILLER,person,,1918,"Huntington, Pennsylvania",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b124.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p124.html,,,,,,,,,,,,
257,crafts/public_html/mjcc/local/history/p125.html,BOB MITCHELL,person,,1942,"Decatur, Illinois",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p125.html,,,,,,,,,,,,
258,crafts/public_html/mjcc/local/history/p126.html,ROBERT MONTGOMERY,person,,?,?,,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p126.html,,,,,,,,,,,,
259,crafts/public_html/mjcc/local/history/p127.html,PHILIP MORTON,person,,?,?,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b127.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p127.html,,,,,,,,,,,,
260,crafts/public_html/mjcc/local/history/p129.html,NANCY MOYER,person,Torso with Two Souls Escaping,1938,"Los Angeles, California",University of Texas - Pan American,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s207.html,,1969,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p129.html,,,,,,,,,,,,
261,crafts/public_html/mjcc/local/history/p13.html,HARRY BERTOIA,person,,1915,"San Lorenzo, Italy",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b13.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p13.html,,,,,,,,,,,,
262,crafts/public_html/mjcc/local/history/p130.html,LOUIS MUELLER,person,,1943,"Paterson, New Jersey",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p130.html,,,,,,,,,,,,
263,crafts/public_html/mjcc/local/history/p131.html,DIETER K. MUELLER-STACH,person,,1935,"Munich, Germany",California State University - Long Beach,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s20.html,,1968,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p131.html,,,,,,,,,,,,
264,crafts/public_html/mjcc/local/history/p132.html,THOMAS P. MUIR,person,Tazza,1956,"Atlanta, Georgia",Bowling Green State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s12.html,,1991,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p132.html,,,,,,,,,,,,
265,crafts/public_html/mjcc/local/history/p133.html,KARL G. NACKE,person,,?,?,,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p133.html,,,,,,,,,,,,
266,crafts/public_html/mjcc/local/history/p134.html,DAWN E. NAKANISHI,person,Future Oasis,1957,"Long Beach, California",San Francisco State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s162.html,,1985,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p134.html,,,,,,,,,,,,
267,crafts/public_html/mjcc/local/history/p135.html,CHARLOTTE NICHOLAS,person,,1949,"St. Joseph, MO",Adams State College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s3.html,,1985,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p135.html,,,,,,,,,,,,
268,crafts/public_html/mjcc/local/history/p136.html,BARBARA NILAUSEN-K,person,A Prayer for Transcendence,1946,"Iowa City, Iowa",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p136.html,,,,,,,,,,,,
269,crafts/public_html/mjcc/local/history/p137.html,LISA NORTON,person,Product with the Influence of Custom,1962,"Cleveland, Ohio",The School of the Art Institute of Chicago,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s199.html,,1992,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p137.html,,,,,,,,,,,,
270,crafts/public_html/mjcc/local/history/p138.html,HAROLD O'CONNER,person,Japanese River rock,1941,"Utica, New York","Dunconor Workshops, Salida Colorado",http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s45.html,,1993,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b138.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p138.html,,,,,,,,,,,,
271,crafts/public_html/mjcc/local/history/p139.html,BRIGID O'HANRAHAN,person,,?,"San Francisco, California",Millersville University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s107.html,,1982,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p139.html,,,,,,,,,,,,
272,crafts/public_html/mjcc/local/history/p14.html,HELEN BONZELAAR,person,,1939,United States,Calvin College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s22.html,,1967,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p14.html,,,,,,,,,,,,
273,crafts/public_html/mjcc/local/history/p140.html,STEVEN C. ORTIZ,person,Richthofen,1962,"Kansas City, Kansas",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p140.html,,,,,,,,,,,,
274,crafts/public_html/mjcc/local/history/p141.html,ALBERT PALEY,person,,1944,"Philadelphia, Pennsylvania",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b141.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p141.html,,,,,,,,,,,,
275,crafts/public_html/mjcc/local/history/p142.html,EARL PARDON,person,,1926,"Memphis, Tennessee",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b142.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p142.html,,,,,,,,,,,,
276,crafts/public_html/mjcc/local/history/p143.html,RONALD HAYES PEARSON,person,,1924,"New York, New York",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b143.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p143.html,,,,,,,,,,,,
277,crafts/public_html/mjcc/local/history/p144.html,BEVERLY PENN,person,Stalagmite,1955,"Baltimore, Maryland",Southwest Texas University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s181.html,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p144.html,,,,,,,,,,,,
278,crafts/public_html/mjcc/local/history/p145.html,ALAN PERRY,person,Watering Can,1955,"Manchester, NH",Maine College of Art,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s96.html,,1987,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p145.html,,,,,,,,,,,,
279,crafts/public_html/mjcc/local/history/p146.html,MARY ANNA PETRICK,person,Brooch,1941,"Shreveport, Louisiana",Milwaukee Area Technical College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s108.html,,1972,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p146.html,,,,,,,,,,,,
280,crafts/public_html/mjcc/local/history/p147.html,CLAIRE PFLEGER,person,,?,"Milwaukee, Wisconsin",Cardinal Stritch College,,,1977,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p147.html,,,,,,,,,,,,
281,crafts/public_html/mjcc/local/history/p148.html,GENE MICHAEL PIJANOWSKI,person,,1938,"Detroit, Michigan",The University of Michigan - Ann Arbor,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s203.html,,1991,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b148.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p148.html,,,,,,,,,,,,
282,crafts/public_html/mjcc/local/history/p149.html,HIROKO PIJANOWSKI,person,,1942,"Toyko, Japan",The University of Michigan - Ann Arbor,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s203.html,,1986,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b149.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p149.html,,,,,,,,,,,,
283,crafts/public_html/mjcc/local/history/p15.html,KARMIEN C. BOWMAN,person,,1946,Dallas,Tarrant County Junior Colleg e NE Campus from ? to ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s195.html,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p15.html,,,,,,,,,,,,
284,crafts/public_html/mjcc/local/history/p150.html,RICHARD PRILLAMAN,person,,1942,"Danville, Illinois",Memphis College of Art since ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s101.html,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p150.html,,,,,,,,,,,,
285,crafts/public_html/mjcc/local/history/p151.html,DAVID PIMENTEL,person,Pushing it Further,1943 - 2004,"Plymouth, Massachusetts",Arizona State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s6.html,,1973,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p151.html,,,,,,,,,,,,
286,crafts/public_html/mjcc/local/history/p152.html,ALVIN A. PINE,person,Neckpiece,1933,"Bronx, New York",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b152.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p152.html,,,,,,,,,,,,
287,crafts/public_html/mjcc/local/history/p153.html,JOHN PRIP,person,,1922,"New York, New York",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b153.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p153.html,,,,,,,,,,,,
288,crafts/public_html/mjcc/local/history/p154.html,ELLIOT PUJOL,person,,1943,"Memphis, Tennessee",Kansas State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s89.html,,1973,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p154.html,,,,,,,,,,,,
289,crafts/public_html/mjcc/local/history/p155.html,ARTHUR PULOS,person,,1917,"Vandergrift, Pennsylvania",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p155.html,,,,,,,,,,,,
290,crafts/public_html/mjcc/local/history/p156.html,ROBERT J. (BOB) PUM,person,Pendant,1936,"Milwaukee, Wisconsin",University of Wisconin - Green Bay,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s247.html,,1969,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p156.html,,,,,,,,,,,,
291,crafts/public_html/mjcc/local/history/p157.html,ROBIN QUIGLEY,person,,1947,"New York, New York",Rhode Island School of Design since ?,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s153.html,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p157.html,,,,,,,,,,,,
292,crafts/public_html/mjcc/local/history/p158.html,SVETOZAR RADAKOVICH,person,,1918,"Belgrade, Yugoslavia",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b300.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p158.html,,,,,,,,,,,,
293,crafts/public_html/mjcc/local/history/p159.html,CHRIS RAMSAY,person,Wall Piece,1961,"Iowa City, Iowa",Oklahoma State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s135.html,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p159.html,,,,,,,,,,,,
294,crafts/public_html/mjcc/local/history/p16.html,MICHAEL J. BRANDT,person,,1922,"Kohler, Wisconsin",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p16.html,,,,,,,,,,,,
295,crafts/public_html/mjcc/local/history/p160.html,CAMILLE RENDAL,person,Immobilized Departure,1955,"San Jose, California",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b160.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p160.html,,,,,,,,,,,,
296,crafts/public_html/mjcc/local/history/p161.html,MERRY RENK,person,,1921,"Trenton, New Jersey",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p161.html,,,,,,,,,,,,
297,crafts/public_html/mjcc/local/history/p162.html,RICHARD REINHARDT,person,,1921,"Philadelphia, Pennsylvania",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b162.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p162.html,,,,,,,,,,,,
298,crafts/public_html/mjcc/local/history/p163.html,ALAN REVERE,person,Confetti,1947,"New York, New York",Revere Academy of Jewelry Arts,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s151.html,,1979,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b163.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p163.html,,,,,,,,,,,,
299,crafts/public_html/mjcc/local/history/p164.html,LINDA L. RYAN,person,,1952,"Bartlesville, Oklahoma",Casper College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s24.html,,1982,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p164.html,,,,,,,,,,,,
300,crafts/public_html/mjcc/local/history/p165.html,GINNA SADLER,person,"Thanks, Georgia",1948,"Austin, Texas",Abilene Christian University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s1.html,,1980,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p165.html,,,,,,,,,,,,
301,crafts/public_html/mjcc/local/history/p166.html,JOHN E. SATTERFIELD,person,,1931,"Clearwater, Florida",East Carolina University 1967 to 2000,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s46.html,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p166.html,,,,,,,,,,,,
302,crafts/public_html/mjcc/local/history/p168.html,MAJORIE SCHICK,person,,1941,"Taylorville, Illinois",Pittsburg State University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s147.html,,1967,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p168.html,,,,,,,,,,,,
303,crafts/public_html/mjcc/local/history/p169.html,MICHELLE MILNER SCOTT,person,Try Cycle,1952,"Ft. Worth, Texas",Eastfield College,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s54.html,,1995,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p169.html,,,,,,,,,,,,
304,crafts/public_html/mjcc/local/history/p17.html,CANDACE GERBERS BREY,person,Icons of Human Form,1957,"Green Bay, Wisconsin",Northeast Wisconsin Technical College,,,1993,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p17.html,,,,,,,,,,,,
305,crafts/public_html/mjcc/local/history/p170.html,VICKIE SEDMAN,person,Brooch,1949,"Detroit, Michigan",Tyler School of Art - Temple University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s218.html,,1974,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b170.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p170.html,,,,,,,,,,,,
306,crafts/public_html/mjcc/local/history/p171.html,GREGORY P. SENN,person,Porcupine,1956,"Racine, Wisconsin",Eastern New Mexico University,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s53.html,,1986,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b301.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p171.html,,,,,,,,,,,,
307,crafts/public_html/mjcc/local/history/p172.html,HEIKKA SEPPA,person,,1927,"Vijpuri, Finland",,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b172.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p172.html,,,,,,,,,,,,
308,crafts/public_html/mjcc/local/history/p173.html,REBECKA SEXTON,person,The Transformation of Memory: Wall Flowers,1964,"Hagerstown, MD",The School of the Art Institute of Chicago,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s199.html,,1995,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p173.html,,,,,,,,,,,,
309,crafts/public_html/mjcc/local/history/p174.html,HELEN SHIRK,person,Schering-Plough Commission,1942,"Buffalo, New York",San Diego State Universtiy,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/s160.html,,1975,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b174.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p174.html,,,,,,,,,,,,
310,crafts/public_html/mjcc/local/history/p175.html,JIN-HWAN SHU,person,,1956,"Seoul, Korea",Seoul National Polytechnical University,,,1990,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p175.html,,,,,,,,,,,,
311,crafts/public_html/mjcc/local/history/p176.html,ZAVEN ZEE SIPANTZI,person,,1929,"Los Angeles, California",,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p176.html,,,,,,,,,,,,
312,crafts/public_html/mjcc/local/history/p177.html,OLAF SKOOGFORS,person,,1930,Sweden,,,,,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/biographies/b177.html,http://www.temple.edu:80/crafts/public_html/mjcc/local/history/p177.html,,,,,,,,,,,,
